year, month, day, sat, rainfall volume (mm), runoff volume (mm), sediment yield (kg/ha)
0001,01,28,      0.2500,      5.4000,      0.0025,      0.0000
0001,03,08,      0.2500,      3.7572,      0.0000,      0.0000
0001,03,12,      0.2500,      4.2000,      0.0000,      0.0000
0001,05,03,      0.2500,     16.7000,      2.3008,    259.1495
0001,05,18,      0.2500,     15.1000,      0.7518,     78.1598
0001,05,30,      0.2500,      9.1000,      0.0038,      0.0000
0001,07,13,      0.2500,     13.3000,      4.2609,    673.5385
0001,07,18,      0.2500,      3.2000,      0.0064,      3.0945
0001,07,19,      0.2500,      2.3000,      0.0000,      0.0000
0001,07,20,      0.2500,      4.8000,      0.0035,      0.7210
0001,08,02,      0.2500,      2.4000,      0.0000,      0.0000
0001,08,03,      0.2500,      6.4000,      0.0034,      0.0000
0001,08,04,      0.2500,     10.1000,      0.8541,    118.6789
0001,08,10,      0.2500,     18.9000,      9.0637,   1294.7645
0001,08,30,      0.2500,      2.2000,      0.0000,      0.0000
0001,08,31,      0.2500,      7.6000,      0.0006,      0.0000
0001,09,01,      0.2500,      1.9000,      0.0000,      0.0000
0001,09,25,      0.2500,      8.1000,      0.0010,      0.0000
0001,09,26,      0.2500,     17.7000,      3.6862,    399.7217
0001,10,17,      0.2500,     13.1000,      0.1358,     33.4793
0001,10,24,      0.2500,      7.2000,      0.0001,      0.0000
0001,11,21,      0.2500,      6.0000,      0.0001,      0.0000
0001,12,03,      0.2500,      4.5000,      0.0025,      0.0000
0002,04,27,      0.2500,      1.7000,      0.0000,      0.0000
0002,04,30,      0.2500,      7.3000,      0.0004,      0.0000
0002,05,05,      0.2500,     22.7000,      0.1010,     17.8172
0002,05,15,      0.2500,     24.3000,      2.8936,    201.4058
0002,05,24,      0.2500,      5.4000,      0.0012,      0.0000
0002,05,31,      0.2500,     10.4000,      1.3933,    170.5655
0002,06,05,      0.2500,      5.5000,      0.0003,      0.0000
0002,06,06,      0.2500,      6.0000,      0.0062,      2.0252
0002,06,16,      0.2500,     11.8000,      1.4441,    218.6587
0002,06,17,      0.2500,      2.6000,      0.0000,      0.0000
0002,07,03,      0.2500,      5.8000,      0.0018,      0.0000
0002,07,04,      0.2500,      2.5000,      0.0000,      0.0000
0002,08,14,      0.2500,      2.2000,      0.0000,      0.0000
0002,08,15,      0.2500,      5.5000,      0.0004,      0.0000
0002,08,16,      0.2500,     17.2000,      4.3838,    492.1959
0002,08,24,      0.2500,      2.8000,      0.0003,      0.0000
0002,09,12,      0.2500,     10.5000,      0.6227,    101.4412
0002,09,16,      0.2500,      2.7000,      0.0000,      0.0000
0002,09,24,      0.2500,     15.6000,      0.0614,     18.7178
0002,10,02,      0.2500,     62.6000,     36.4212,   3660.0789
0002,10,18,      0.2500,     16.8043,      0.0000,      0.0000
0003,03,03,      0.2500,     18.3610,      5.2965,    636.4823
0003,04,17,      0.2500,      4.0000,      0.0000,      0.0000
0003,05,26,      0.2500,      9.4000,      0.0019,      0.0000
0003,06,03,      0.2500,      8.1000,      0.1773,     60.5911
0003,06,04,      0.2500,     25.6000,     10.8664,    984.9892
0003,06,13,      0.2500,     18.6000,      5.9521,    581.1631
0003,06,21,      0.2500,      3.6000,      0.0003,      0.0000
0003,06,22,      0.2500,      6.8000,      0.0298,     19.5110
0003,07,01,      0.2500,     14.2000,      3.2441,    335.7955
0003,07,15,      0.2500,      8.0000,      0.4748,    110.2332
0003,07,19,      0.2500,      6.8000,      0.0170,      9.8462
0003,07,23,      0.2500,      7.0000,      0.0045,      0.0000
0003,08,10,      0.2500,      2.3000,      0.0000,      0.0000
0003,08,19,      0.2500,      6.5000,      0.0401,     15.9361
0003,08,20,      0.2500,      2.2000,      0.0000,      0.0000
0003,09,03,      0.2500,      4.9000,      0.0002,      0.0000
0003,09,04,      0.2500,      8.3000,      0.0029,      0.0000
0003,09,19,      0.2500,     13.3000,      2.3883,    273.0897
0003,10,25,      0.2500,     11.0000,      0.0273,     11.1986
0004,02,28,      0.2500,      3.1000,      0.0008,      0.0000
0004,05,03,      0.2500,     23.3816,      5.3159,    444.6303
0004,05,04,      0.2500,      4.5000,      0.0000,      0.0000
0004,05,05,      0.2500,      6.7000,      0.0000,      0.0000
0004,05,21,      0.2500,     14.5000,      0.0577,     18.7335
0004,05,31,      0.2500,      3.5000,      0.0000,      0.0000
0004,06,03,      0.2500,      8.4000,      1.1147,    210.4576
0004,06,05,      0.2500,      1.8000,      0.0000,      0.0000
0004,06,20,      0.2500,     11.8000,      0.4276,     71.9407
0004,06,29,      0.2500,      2.9000,      0.0000,      0.0000
0004,07,05,      0.2500,      9.2000,      0.4304,     89.3204
0004,07,06,      0.2500,      0.8000,      0.0000,      0.0000
0004,07,12,      0.2500,      4.6000,      0.0022,      0.0000
0004,07,15,      0.2500,     12.0000,      2.7826,    400.1243
0004,07,22,      0.2500,      2.5000,      0.0000,      0.0000
0004,07,24,      0.2500,     15.0000,      3.5340,    364.3506
0004,07,31,      0.2500,      4.6000,      0.0021,      0.0000
0004,08,03,      0.2500,      3.0000,      0.0000,      0.0000
0004,08,05,      0.2500,     12.0000,      4.3417,    800.3300
0004,08,09,      0.2500,      1.9000,      0.0000,      0.0000
0004,08,11,      0.2500,      3.8000,      0.0059,      2.8368
0004,09,14,      0.2500,      3.8000,      0.0000,      0.0000
0004,09,15,      0.2500,      4.6000,      0.0001,      0.0000
0004,09,27,      0.2500,      7.9000,      0.0000,      0.0000
0004,09,30,      0.2500,      2.7000,      0.0000,      0.0000
0005,02,13,      0.2500,      2.2000,      0.0000,      0.0000
0005,04,05,      0.2500,      6.5000,      0.0005,      0.0000
0005,04,15,      0.2500,      7.0000,      0.0048,      0.0000
0005,04,20,      0.2500,      7.1000,      0.0008,      0.0000
0005,04,26,      0.2500,      2.8000,      0.0000,      0.0000
0005,05,01,      0.2500,     14.7000,      1.6908,    209.3388
0005,05,03,      0.2500,      2.4000,      0.0000,      0.0000
0005,05,04,      0.2500,     18.1000,      0.1135,     23.5743
0005,05,15,      0.2500,     30.1000,     11.7791,   1155.0542
0005,05,16,      0.2500,      9.1000,      0.0015,      0.0000
0005,05,25,      0.2500,     14.2000,      1.1571,    143.8324
0005,05,27,      0.2500,      7.5000,      0.0000,      0.0000
0005,05,29,      0.2500,     25.5000,      7.0729,    666.6733
0005,06,03,      0.2500,      2.3000,      0.0000,      0.0000
0005,06,04,      0.2500,      0.8000,      0.0000,      0.0000
0005,06,15,      0.2500,      3.9000,      0.0000,      0.0000
0005,06,28,      0.2500,      3.8000,      0.0001,      0.0000
0005,07,01,      0.2500,      3.0000,      0.0010,      0.0000
0005,07,02,      0.2500,      6.0000,      0.0035,      0.0000
0005,07,07,      0.2500,      7.9000,      0.1010,     39.5665
0005,07,24,      0.2500,      3.1000,      0.0000,      0.0000
0005,08,05,      0.2500,      6.3000,      0.2553,     82.4695
0005,08,13,      0.2500,      3.5000,      0.0043,      2.8567
0005,08,18,      0.2500,      3.3000,      0.0014,      0.0000
0005,08,23,      0.2500,     10.1000,      0.0221,      8.7420
0005,08,27,      0.2500,     12.7000,      3.4425,    494.3788
0005,08,28,      0.2500,      4.5000,      0.0005,      0.0000
0005,08,29,      0.2500,      2.5000,      0.0001,      0.0000
0005,09,16,      0.2500,      7.4000,      0.0055,      0.0000
0005,09,28,      0.2500,      8.0000,      0.0020,      0.0000
0005,10,20,      0.2500,     12.3402,      0.1960,     44.0168
0005,10,21,      0.2500,      5.5796,      0.0000,      0.0000
0005,10,27,      0.2500,      6.7301,      0.0000,      0.0000
0006,04,17,      0.2500,     20.1000,     10.0699,   1651.9583
0006,04,18,      0.2500,      2.7000,      0.0000,      0.0000
0006,05,08,      0.2500,     13.9000,      0.0157,      0.0000
0006,05,09,      0.2500,     10.8000,      0.1700,     37.4891
0006,05,22,      0.2500,      9.5000,      0.0003,      0.0000
0006,05,31,      0.2500,     11.9000,      0.0507,     20.1021
0006,06,14,      0.2500,      6.0000,      0.0022,      0.0000
0006,06,17,      0.2500,     16.0000,      8.0906,   1285.8204
0006,06,19,      0.2500,      2.2000,      0.0000,      0.0000
0006,06,23,      0.2500,     13.6000,      2.1612,    281.3640
0006,06,29,      0.2500,      8.8000,      0.5271,    112.8636
0006,07,08,      0.2500,      8.2000,      1.2308,    238.5768
0006,07,16,      0.2500,      8.2000,      0.0072,      0.0000
0006,07,17,      0.2500,      2.1000,      0.0001,      0.0000
0006,07,24,      0.2500,      4.9000,      0.0017,      0.0000
0006,07,28,      0.2500,      2.6000,      0.0000,      0.0000
0006,07,30,      0.2500,      8.8000,      1.0252,    222.9902
0006,07,31,      0.2500,      2.6000,      0.0001,      0.0000
0006,08,01,      0.2500,     12.6000,      2.7882,    398.0075
0006,08,21,      0.2500,     13.4000,      0.9246,    107.7103
0006,08,27,      0.2500,      7.3000,      0.0121,      5.4403
0006,09,07,      0.2500,      3.0000,      0.0000,      0.0000
0006,09,09,      0.2500,     11.9000,      0.4091,     64.7111
0006,09,10,      0.2500,      2.3000,      0.0000,      0.0000
0006,09,13,      0.2500,      1.6000,      0.0000,      0.0000
0006,09,14,      0.2500,     12.3000,      2.1018,    299.8360
0006,09,30,      0.2500,      1.9000,      0.0000,      0.0000
0006,10,02,      0.2500,      8.1000,      0.0001,      0.0000
0006,10,12,      0.2500,     28.1000,      7.9742,    716.8268
0006,11,14,      0.2500,      2.2000,      0.0000,      0.0000
0007,03,22,      0.2500,      4.2000,      0.0015,      0.0000
0007,04,11,      0.2500,      9.1000,      0.0099,      0.9803
0007,04,19,      0.2500,     24.2000,      6.4397,    583.9764
0007,04,25,      0.2500,      4.0000,      0.0000,      0.0000
0007,04,28,      0.2500,      2.3000,      0.0000,      0.0000
0007,05,05,      0.2500,      9.3000,      0.0037,      0.0000
0007,05,06,      0.2500,     13.5000,      0.0360,     10.4109
0007,05,13,      0.2500,     13.4000,      0.0010,      0.0000
0007,05,20,      0.2500,      6.1000,      0.0042,      0.0000
0007,05,28,      0.2500,      5.5000,      0.0002,      0.0000
0007,06,01,      0.2500,      6.9000,      0.0009,      0.0000
0007,06,07,      0.2500,     41.3000,     22.9855,   2589.2419
0007,06,16,      0.2500,      3.1000,      0.0000,      0.0000
0007,06,17,      0.2500,      1.7000,      0.0000,      0.0000
0007,06,20,      0.2500,      6.4000,      0.0000,      0.0000
0007,06,21,      0.2500,      7.9000,      0.5416,    123.4011
0007,06,23,      0.2500,      7.1000,      0.0003,      0.0000
0007,06,24,      0.2500,      3.0000,      0.0000,      0.0000
0007,06,25,      0.2500,     21.0000,      5.3275,    479.7812
0007,07,18,      0.2500,      7.3000,      0.1343,     52.9951
0007,07,19,      0.2500,     19.1000,      6.8677,    723.6582
0007,07,25,      0.2500,     18.6000,      7.8289,    944.3062
0007,08,20,      0.2500,      2.5000,      0.0000,      0.0000
0007,09,10,      0.2500,      6.8000,      0.0002,      0.0000
0007,09,25,      0.2500,     12.5000,      1.0066,    121.5673
0008,04,02,      0.2500,      3.9000,      0.0001,      0.0000
0008,04,07,      0.2500,      6.1000,      0.0032,      0.0000
0008,04,30,      0.2500,     13.2677,      0.4002,     68.4917
0008,05,02,      0.2500,      9.8512,      0.0202,      7.9590
0008,05,03,      0.2500,     10.8074,      0.0006,      0.0000
0008,05,10,      0.2500,      7.6000,      0.0285,     14.9467
0008,06,03,      0.2500,      5.6000,      0.0009,      0.0000
0008,06,16,      0.2500,      8.7000,      1.9926,    409.3645
0008,06,25,      0.2500,      4.3000,      0.0000,      0.0000
0008,07,10,      0.2500,      6.9000,      0.0001,      0.0000
0008,07,11,      0.2500,      9.2000,      0.0909,     32.1509
0008,07,12,      0.2500,      1.9000,      0.0000,      0.0000
0008,07,25,      0.2500,      8.8000,      0.0001,      0.0000
0008,07,30,      0.2500,      3.0000,      0.0000,      0.0000
0008,08,07,      0.2500,      1.5000,      0.0000,      0.0000
0008,08,08,      0.2500,      5.6000,      0.0055,      0.0000
0008,09,05,      0.2500,     24.0000,      9.9203,    995.1981
0008,09,08,      0.2500,      5.7000,      0.0004,      0.0000
0008,09,09,      0.2500,      8.8000,      0.0115,      3.2234
0008,09,13,      0.2500,     20.2000,      6.8838,    778.1849
0008,10,09,      0.2500,     18.2000,      2.7460,    251.3387
0009,01,09,      0.2500,      5.2000,      0.0001,      0.0000
0009,03,20,      0.2500,     12.3000,      0.2760,     54.8318
0009,04,05,      0.2500,      7.0000,      0.0000,      0.0000
0009,04,15,      0.2500,      8.8000,      0.0301,     13.8164
0009,04,19,      0.2500,     10.4000,      0.7672,    121.0199
0009,04,25,      0.2500,      4.3000,      0.0000,      0.0000
0009,05,22,      0.2500,     10.1000,      0.0000,      0.0000
0009,06,07,      0.2500,      4.8000,      0.0017,      0.0000
0009,06,10,      0.2500,      7.9000,      0.0797,     32.0794
0009,06,13,      0.2500,      6.4000,      0.0021,      0.0000
0009,07,07,      0.2500,      9.0000,      0.0771,     31.1545
0009,07,08,      0.2500,     17.5000,      6.5033,    878.0118
0009,07,09,      0.2500,      6.5000,      0.0104,      4.0141
0009,07,10,      0.2500,      3.2000,      0.0000,      0.0000
0009,07,13,      0.2500,      2.3000,      0.0002,      0.0000
0009,07,14,      0.2500,      4.6000,      0.0022,      0.0000
0009,07,16,      0.2500,      4.6000,      0.0001,      0.0000
0009,07,29,      0.2500,      6.6000,      0.0081,      1.9151
0009,07,30,      0.2500,      3.9000,      0.0002,      0.0000
0009,08,08,      0.2500,     11.6000,      2.3407,    277.7077
0009,08,14,      0.2500,      5.3000,      0.0002,      0.0000
0009,09,01,      0.2500,      6.5000,      0.0003,      0.0000
0009,09,02,      0.2500,     12.1000,      0.0128,      0.0000
0009,09,14,      0.2500,      7.1000,      0.0013,      0.0000
0009,09,15,      0.2500,      2.7000,      0.0000,      0.0000
0009,09,16,      0.2500,      5.3000,      0.0000,      0.0000
0009,09,17,      0.2500,      2.0000,      0.0000,      0.0000
0009,09,19,      0.2500,     10.2000,      0.0035,      0.0000
0009,10,18,      0.2500,      8.8603,      0.0001,      0.0000
0009,10,20,      0.2500,      3.3000,      0.0000,      0.0000
0009,11,29,      0.2500,      1.4000,      0.0000,      0.0000
0010,01,09,      0.2500,      1.0000,      0.0000,      0.0000
0010,03,19,      0.2500,      2.3000,      0.0000,      0.0000
0010,05,06,      0.2500,     24.8000,      0.0706,     15.1159
0010,05,14,      0.2500,     11.3000,      0.0046,      0.0000
0010,05,26,      0.2500,      4.2000,      0.0000,      0.0000
0010,05,30,      0.2500,     11.2000,      0.0008,      0.0000
0010,05,31,      0.2500,      8.2000,      0.0009,      0.0000
0010,06,01,      0.2500,      4.1000,      0.0013,      0.0000
0010,06,21,      0.2500,     10.3000,      1.2171,    195.5920
0010,06,23,      0.2500,      4.1000,      0.0002,      0.0000
0010,06,24,      0.2500,      4.4000,      0.0009,      0.0000
0010,06,28,      0.2500,      7.0000,      0.0016,      0.0000
0010,07,02,      0.2500,      2.7000,      0.0000,      0.0000
0010,07,03,      0.2500,      2.6000,      0.0000,      0.0000
0010,07,04,      0.2500,      6.8000,      0.0317,     20.4465
0010,07,05,      0.2500,      3.6000,      0.0001,      0.0000
0010,07,28,      0.2500,      8.9000,      0.0068,      0.0000
0010,08,06,      0.2500,     13.0000,      2.8394,    409.1119
0010,08,09,      0.2500,      8.4000,      0.0046,      0.0000
0010,08,11,      0.2500,      1.3000,      0.0000,      0.0000
0010,08,16,      0.2500,      1.2000,      0.0000,      0.0000
0010,09,23,      0.2500,      6.5000,      0.0011,      0.0000
0010,10,25,      0.2500,      8.9000,      0.0014,      0.0000
0010,11,01,      0.2500,     12.4000,      0.0315,      7.3649
0010,11,17,      0.2500,      5.5000,      0.0001,      0.0000
0011,03,25,      0.2500,      6.5503,      0.0005,      0.0000
0011,05,04,      0.2500,     18.5000,      1.3252,    135.9701
0011,05,18,      0.2500,     11.7000,      0.0007,      0.0000
0011,05,24,      0.2500,      6.7000,      0.0002,      0.0000
0011,05,30,      0.2500,     17.7000,      1.5785,    174.2517
0011,06,09,      0.2500,      3.7000,      0.0000,      0.0000
0011,07,06,      0.2500,      9.0000,      1.0488,    188.4741
0011,07,14,      0.2500,     22.2000,      4.5880,    407.5493
0011,07,19,      0.2500,     31.6000,     19.3859,   3056.5662
0011,08,03,      0.2500,     12.3000,      2.0213,    295.5457
0011,08,10,      0.2500,      2.0000,      0.0001,      0.0000
0011,08,11,      0.2500,      6.6000,      0.0170,     11.7335
0011,08,26,      0.2500,      9.3000,      1.5685,    224.8313
0011,08,27,      0.2500,      1.7000,      0.0000,      0.0000
0011,09,09,      0.2500,     12.1000,      0.9814,    113.2159
0011,09,12,      0.2500,      3.0000,      0.0000,      0.0000
0011,09,15,      0.2500,      4.6000,      0.0004,      0.0000
0011,10,08,      0.2500,     10.7000,      0.8042,    133.9495
0011,10,17,      0.2500,     15.2000,      3.7841,    517.3361
0012,03,01,      0.2500,      4.1000,      0.0000,      0.0000
0012,04,03,      0.2500,      8.5000,      0.0002,      0.0000
0012,04,09,      0.2500,      5.7000,      0.0109,      5.1226
0012,04,20,      0.2500,      2.5000,      0.0000,      0.0000
0012,04,29,      0.2500,      1.6000,      0.0000,      0.0000
0012,05,08,      0.2500,     11.4000,      0.0465,     11.0725
0012,05,14,      0.2500,     20.4000,      3.6663,    352.1914
0012,05,24,      0.2500,     50.2000,     27.0664,   2115.4226
0012,06,18,      0.2500,     10.8000,      0.0130,      0.9051
0012,06,23,      0.2500,      5.1000,      0.0005,      0.0000
0012,07,02,      0.2500,      2.9000,      0.0001,      0.0000
0012,07,05,      0.2500,     11.4000,      2.8186,    351.6422
0012,07,06,      0.2500,      6.0000,      0.0285,     20.5703
0012,07,07,      0.2500,      4.1000,      0.0011,      0.0000
0012,07,17,      0.2500,      5.0000,      0.0047,      1.2733
0012,07,18,      0.2500,      3.5000,      0.0002,      0.0000
0012,07,29,      0.2500,     11.6000,      0.5977,     78.5355
0012,07,31,      0.2500,      7.2000,      0.0021,      0.0000
0012,08,10,      0.2500,      2.1000,      0.0000,      0.0000
0012,09,06,      0.2500,      4.3000,      0.0000,      0.0000
0012,09,09,      0.2500,     13.6000,      1.5872,    205.4327
0012,09,11,      0.2500,      4.9000,      0.0004,      0.0000
0012,09,28,      0.2500,     14.1000,      0.0258,      6.9493
0012,10,05,      0.2500,      6.1000,      0.0000,      0.0000
0012,10,13,      0.2500,     18.9000,      2.5979,    263.2761
0013,03,05,      0.2500,      3.5000,      0.0001,      0.0000
0013,04,29,      0.2500,     15.0000,      1.2487,    146.9952
0013,05,01,      0.2500,     11.2000,      3.4945,    529.3433
0013,05,03,      0.2500,      5.1000,      0.0000,      0.0000
0013,05,09,      0.2500,      6.9000,      0.0003,      0.0000
0013,05,16,      0.2500,      7.6000,      0.0012,      0.0000
0013,05,17,      0.2500,      5.4000,      0.0000,      0.0000
0013,05,20,      0.2500,     25.6000,      7.8997,    688.5023
0013,06,01,      0.2500,      8.8000,      0.8896,    167.3209
0013,06,02,      0.2500,     18.8000,      3.0377,    267.1355
0013,06,04,      0.2500,      7.2000,      0.0005,      0.0000
0013,06,14,      0.2500,     12.1000,      3.2015,    500.4484
0013,06,20,      0.2500,      1.3000,      0.0000,      0.0000
0013,07,23,      0.2500,      3.0000,      0.0001,      0.0000
0013,07,24,      0.2500,     17.1000,      6.2486,    853.2493
0013,07,26,      0.2500,      3.9000,      0.0008,      0.0000
0013,08,05,      0.2500,      5.8000,      0.0017,      0.0000
0013,08,25,      0.2500,      5.2000,      0.0001,      0.0000
0013,09,01,      0.2500,     10.1000,      0.8107,    148.6257
0013,09,02,      0.2500,     28.4000,     16.3314,   2495.5000
0013,09,10,      0.2500,      4.5000,      0.0004,      0.0000
0013,09,11,      0.2500,      2.7000,      0.0000,      0.0000
0013,09,18,      0.2500,      3.7000,      0.0002,      0.0000
0013,09,23,      0.2500,      2.9000,      0.0000,      0.0000
0013,10,08,      0.2500,     19.3994,      0.0111,      0.5584
0014,01,30,      0.2500,      3.4531,      0.0000,      0.0000
0014,03,30,      0.2500,      9.4000,      0.0129,      1.6884
0014,03,31,      0.2500,     23.1000,      8.6558,    924.5231
0014,04,09,      0.2500,     11.7000,      0.3889,     61.6186
0014,04,24,      0.2500,      1.3000,      0.0000,      0.0000
0014,05,09,      0.2500,      3.7000,      0.0000,      0.0000
0014,05,21,      0.2500,     19.4000,      2.3592,    240.4151
0014,05,22,      0.2500,      5.8000,      0.0002,      0.0000
0014,05,25,      0.2500,      2.3000,      0.0000,      0.0000
0014,05,28,      0.2500,     11.0000,      0.0009,      0.0000
0014,06,07,      0.2500,      1.0000,      0.0000,      0.0000
0014,06,09,      0.2500,      2.7000,      0.0000,      0.0000
0014,06,17,      0.2500,     11.7000,      0.3797,     70.8299
0014,06,19,      0.2500,      3.6000,      0.0000,      0.0000
0014,07,09,      0.2500,      1.8000,      0.0000,      0.0000
0014,07,27,      0.2500,      9.7000,      1.1859,    179.6168
0014,08,10,      0.2500,      1.8000,      0.0000,      0.0000
0014,08,11,      0.2500,      6.2000,      0.0964,     40.8563
0014,08,14,      0.2500,     30.8000,     20.1891,   3575.0146
0014,08,19,      0.2500,     14.8000,      4.1247,    435.7687
0014,08,27,      0.2500,      2.3000,      0.0000,      0.0000
0014,08,29,      0.2500,     11.4000,      2.1454,    257.0246
0014,09,06,      0.2500,      8.6000,      0.0137,      4.5565
0014,09,15,      0.2500,     10.8000,      0.0030,      0.0000
0014,09,16,      0.2500,      3.8000,      0.0001,      0.0000
0014,09,17,      0.2500,      8.5000,      0.0028,      0.0000
0014,09,25,      0.2500,     12.2000,      1.8731,    203.5707
0014,10,18,      0.2500,      3.0000,      0.0000,      0.0000
0014,10,22,      0.2500,     13.2000,      0.4695,     78.7740
0014,11,06,      0.2500,      2.7379,      0.0000,      0.0000
0015,01,05,      0.2500,      2.7000,      0.0005,      0.0000
0015,03,08,      0.2500,      9.5000,      0.0006,      0.0000
0015,03,12,      0.2500,      6.5000,      0.0012,      0.0000
0015,04,16,      0.2500,      3.3000,      0.0000,      0.0000
0015,05,12,      0.2500,     13.5000,      0.0016,      0.0000
0015,05,13,      0.2500,     12.6000,      1.2494,    160.4832
0015,05,14,      0.2500,      5.4000,      0.0000,      0.0000
0015,05,17,      0.2500,      6.0000,      0.0000,      0.0000
0015,06,05,      0.2500,      4.6000,      0.0000,      0.0000
0015,06,07,      0.2500,      1.3000,      0.0000,      0.0000
0015,06,10,      0.2500,      9.5000,      0.1020,     30.3161
0015,06,13,      0.2500,     38.4000,     23.3177,   2552.9810
0015,06,25,      0.2500,      7.8000,      0.0058,      0.0000
0015,06,26,      0.2500,     27.3000,     13.5581,   1804.5663
0015,07,01,      0.2500,      2.4000,      0.0001,      0.0000
0015,07,13,      0.2500,      6.1000,      0.0009,      0.0000
0015,07,14,      0.2500,      3.2000,      0.0001,      0.0000
0015,07,19,      0.2500,      6.1000,      0.0197,     10.8673
0015,07,27,      0.2500,     22.2000,     11.5073,   1844.4413
0015,08,08,      0.2500,     22.0000,     11.6265,   1785.5807
0015,08,09,      0.2500,      3.8000,      0.0001,      0.0000
0015,09,04,      0.2500,      1.9000,      0.0000,      0.0000
0015,09,07,      0.2500,      2.1000,      0.0000,      0.0000
0015,10,02,      0.2500,      3.1000,      0.0000,      0.0000
0015,10,08,      0.2500,      6.5000,      0.0000,      0.0000
0015,10,20,      0.2500,     29.1000,      6.1100,    503.9248
0016,01,16,      0.2500,      2.7000,      0.0000,      0.0000
0016,01,25,      0.2500,      2.1000,      0.0000,      0.0000
0016,04,12,      0.2500,      5.3000,      0.0004,      0.0000
0016,05,02,      0.2500,      7.0183,      0.0001,      0.0000
0016,05,03,      0.2500,     35.6701,      9.3549,    811.3365
0016,05,10,      0.2500,     18.1000,      0.0691,     18.2778
0016,05,17,      0.2500,      5.3000,      0.0000,      0.0000
0016,05,23,      0.2500,      6.6000,      0.0000,      0.0000
0016,05,25,      0.2500,      3.1000,      0.0000,      0.0000
0016,05,31,      0.2500,      7.7000,      0.0003,      0.0000
0016,06,06,      0.2500,      1.4000,      0.0000,      0.0000
0016,06,14,      0.2500,      8.4000,      0.0003,      0.0000
0016,06,20,      0.2500,      5.9000,      0.0000,      0.0000
0016,06,23,      0.2500,      4.9000,      0.0004,      0.0000
0016,06,26,      0.2500,      2.9000,      0.0001,      0.0000
0016,07,02,      0.2500,      4.7000,      0.0119,      7.2050
0016,07,03,      0.2500,      4.5000,      0.0001,      0.0000
0016,07,04,      0.2500,     16.9000,      4.7052,    600.9645
0016,07,05,      0.2500,      4.6000,      0.0003,      0.0000
0016,07,06,      0.2500,      5.7000,      0.0013,      0.0000
0016,07,07,      0.2500,      2.3000,      0.0000,      0.0000
0016,07,11,      0.2500,      2.5000,      0.0000,      0.0000
0016,07,19,      0.2500,      1.9000,      0.0000,      0.0000
0016,08,17,      0.2500,      3.5000,      0.0000,      0.0000
0016,08,21,      0.2500,      2.2000,      0.0000,      0.0000
0016,08,22,      0.2500,     12.2000,      1.5014,    181.6751
0016,08,31,      0.2500,     10.4000,      1.1567,    162.4852
0016,09,19,      0.2500,     13.5000,      0.6900,     97.7173
0016,09,23,      0.2500,      4.1000,      0.0001,      0.0000
0017,01,24,      0.2500,      8.2014,      0.0001,      0.0000
0017,02,21,      0.2500,      1.3000,      0.0000,      0.0000
0017,04,08,      0.2500,     16.5000,      0.0199,      0.0000
0017,04,12,      0.2500,      6.1000,      0.0015,      0.0000
0017,05,01,      0.2500,     14.5000,      2.8500,    310.0118
0017,05,03,      0.2500,     36.8000,     15.4264,   1229.0242
0017,05,14,      0.2500,      4.5000,      0.0000,      0.0000
0017,05,22,      0.2500,      9.9000,      0.2128,     49.6720
0017,05,28,      0.2500,      3.1000,      0.0000,      0.0000
0017,06,06,      0.2500,      9.2000,      0.2302,     47.7154
0017,06,08,      0.2500,     12.3000,      3.1917,    494.8393
0017,06,11,      0.2500,      6.7000,      0.0015,      0.0000
0017,06,12,      0.2500,      2.9000,      0.0000,      0.0000
0017,06,24,      0.2500,     10.7000,      1.0342,    165.6422
0017,06,28,      0.2500,      4.0000,      0.0000,      0.0000
0017,07,25,      0.2500,      3.2000,      0.0000,      0.0000
0017,08,20,      0.2500,      9.6000,      0.0155,      5.4421
0017,08,29,      0.2500,      1.3000,      0.0000,      0.0000
0017,08,31,      0.2500,      2.6000,      0.0000,      0.0000
0017,09,21,      0.2500,     12.9000,      1.4055,    196.5373
0017,09,28,      0.2500,      5.5000,      0.0019,      0.0000
0017,10,18,      0.2500,      5.0000,      0.0000,      0.0000
0018,01,22,      0.2500,      3.6000,      0.0000,      0.0000
0018,02,02,      0.2500,      5.3000,      0.0603,     37.3949
0018,02,07,      0.2500,      1.9000,      0.0000,      0.0000
0018,03,23,      0.2500,      3.8000,      0.0002,      0.0000
0018,04,15,      0.2500,      3.0000,      0.0000,      0.0000
0018,04,25,      0.2500,      2.0000,      0.0000,      0.0000
0018,05,08,      0.2500,     11.9000,      0.8078,    108.5651
0018,05,09,      0.2500,      6.6000,      0.0002,      0.0000
0018,05,12,      0.2500,     21.9987,      1.1863,    136.6796
0018,05,20,      0.2500,     12.6000,      0.0531,     19.1120
0018,06,03,      0.2500,      8.7000,      0.2665,     74.5451
0018,06,11,      0.2500,      1.4000,      0.0000,      0.0000
0018,06,12,      0.2500,      3.1000,      0.0000,      0.0000
0018,06,13,      0.2500,      6.5000,      0.0152,      8.3244
0018,06,14,      0.2500,     22.4000,     11.7930,   1561.6528
0018,06,15,      0.2500,      4.5000,      0.0000,      0.0000
0018,06,20,      0.2500,      2.6000,      0.0000,      0.0000
0018,06,21,      0.2500,     18.1000,      8.7721,   1364.7455
0018,07,02,      0.2500,     12.6000,      2.1562,    289.3134
0018,07,03,      0.2500,     11.1000,      0.0121,      0.0000
