year, month, day, sat, rainfall volume (mm), runoff volume (mm), sediment yield (kg/ha)
0145,05,15,      0.2500,      8.4000,      0.0005,      0.0000
0145,05,29,      0.2500,      3.4000,      0.0000,      0.0000
0145,06,01,      0.2500,      1.5000,      0.0000,      0.0000
0145,06,16,      0.2500,     13.5000,      1.1474,    144.0863
0145,06,18,      0.2500,      7.0000,      0.0105,      3.2513
0145,06,25,      0.2500,     25.5000,      8.3185,    727.9981
0145,07,06,      0.2500,      2.6000,      0.0001,      0.0000
0145,07,09,      0.2500,      2.0000,      0.0000,      0.0000
0145,07,10,      0.2500,      1.4000,      0.0000,      0.0000
0145,07,12,      0.2500,      3.8000,      0.0003,      0.0000
0145,07,13,      0.2500,      3.5000,      0.0008,      0.0000
0145,07,14,      0.2500,      1.3000,      0.0000,      0.0000
0145,07,15,      0.2500,      8.1000,      0.0273,     11.3074
0145,07,16,      0.2500,      2.8000,      0.0005,      0.0000
0145,07,20,      0.2500,      5.3000,      0.0000,      0.0000
0145,08,05,      0.2500,      3.2000,      0.0000,      0.0000
0145,08,07,      0.2500,     16.0000,      5.5731,    675.7838
0145,08,08,      0.2500,      2.7000,      0.0000,      0.0000
0145,08,30,      0.2500,      6.4000,      0.0362,     15.1539
0145,09,09,      0.2500,     18.8000,      6.3839,    650.6589
0145,09,19,      0.2500,     26.1000,      8.6941,    843.2522
0145,09,26,      0.2500,     10.9000,      0.0459,     15.2300
0145,11,03,      0.2500,      3.5000,      0.0000,      0.0000
0146,05,04,      0.2500,     16.9000,      4.0912,    493.6306
0146,05,07,      0.2500,      4.3000,      0.0000,      0.0000
0146,05,16,      0.2500,     12.5000,      0.0444,     16.2916
0146,05,28,      0.2500,     16.2000,      0.0275,      0.0000
0146,05,31,      0.2500,      3.1000,      0.0000,      0.0000
0146,06,01,      0.2500,      6.8000,      0.0031,      0.0000
0146,06,07,      0.2500,      9.2000,      0.5798,    117.2284
0146,06,08,      0.2500,      2.1000,      0.0000,      0.0000
0146,06,19,      0.2500,     13.3000,      1.8943,    249.9086
0146,06,20,      0.2500,      8.1000,      1.6838,    320.5319
0146,06,27,      0.2500,      1.8000,      0.0000,      0.0000
0146,06,28,      0.2500,     13.0000,      1.4397,    151.4916
0146,06,29,      0.2500,     25.1000,      8.1478,    814.5072
0146,07,07,      0.2500,     10.3000,      0.3014,     53.8923
0146,07,08,      0.2500,      3.3000,      0.0000,      0.0000
0146,07,11,      0.2500,      7.5000,      0.4284,    104.8973
0146,07,21,      0.2500,      8.6000,      1.7533,    350.2741
0146,07,22,      0.2500,     21.7000,     10.6282,   1328.7007
0146,07,26,      0.2500,      2.5000,      0.0001,      0.0000
0146,07,30,      0.2500,      9.4000,      2.5384,    494.8325
0146,07,31,      0.2500,      4.2000,      0.0005,      0.0000
0146,08,06,      0.2500,     18.3000,      5.3578,    606.5042
0146,08,13,      0.2500,     11.4000,      2.3008,    283.4099
0146,08,25,      0.2500,      8.0000,      0.2699,     73.6573
0146,09,08,      0.2500,      4.7000,      0.0000,      0.0000
0146,09,30,      0.2500,      9.7000,      0.0527,     20.6276
0146,10,18,      0.2500,     16.3000,      0.0313,      7.3666
0146,12,27,      0.2500,      4.2000,      0.0000,      0.0000
0147,04,07,      0.2500,      1.8000,      0.0000,      0.0000
0147,05,04,      0.2500,     14.9000,      0.0013,      0.0000
0147,05,08,      0.2500,      5.4000,      0.0001,      0.0000
0147,05,13,      0.2500,     11.4000,      2.0066,    242.3623
0147,05,21,      0.2500,     16.6000,      0.0954,     22.4707
0147,05,23,      0.2500,      6.2000,      0.0001,      0.0000
0147,06,06,      0.2500,     29.0000,     14.4762,   1415.8368
0147,06,07,      0.2500,     50.7000,     35.4838,   5857.3984
0147,06,08,      0.2500,     47.7000,     28.1464,   3296.3562
0147,06,15,      0.2500,      2.6000,      0.0000,      0.0000
0147,06,20,      0.2500,      3.8000,      0.0000,      0.0000
0147,06,25,      0.2500,      6.7000,      0.0005,      0.0000
0147,06,26,      0.2500,      5.8000,      0.0000,      0.0000
0147,06,30,      0.2500,      9.7000,      0.6337,    124.3690
0147,07,08,      0.2500,      6.6000,      0.0173,     10.5225
0147,07,09,      0.2500,      3.9000,      0.0000,      0.0000
0147,08,17,      0.2500,      6.4000,      0.0085,      2.6694
0147,08,21,      0.2500,      3.5000,      0.0003,      0.0000
0147,09,02,      0.2500,     10.5000,      0.0114,      0.0000
0148,04,05,      0.2500,      7.5000,      0.0478,     25.7428
0148,04,06,      0.2500,      1.7000,      0.0000,      0.0000
0148,04,12,      0.2500,      3.1000,      0.0000,      0.0000
0148,04,21,      0.2500,      3.9288,      0.0000,      0.0000
0148,04,28,      0.2500,      9.4000,      0.0047,      0.0000
0148,05,06,      0.2500,      8.5000,      0.0009,      0.0000
0148,05,15,      0.2500,     11.9000,      0.0149,      0.8057
0148,05,22,      0.2500,     13.4000,      1.4272,    159.9725
0148,05,23,      0.2500,      4.9000,      0.0001,      0.0000
0148,05,25,      0.2500,     10.7000,      0.0020,      0.0000
0148,05,31,      0.2500,     11.3000,      0.0022,      0.0000
0148,06,05,      0.2500,     40.6000,     27.8151,   4790.4902
0148,06,09,      0.2500,      3.8000,      0.0000,      0.0000
0148,06,15,      0.2500,      3.7000,      0.0000,      0.0000
0148,06,21,      0.2500,      2.3000,      0.0000,      0.0000
0148,06,25,      0.2500,      5.7000,      0.0001,      0.0000
0148,07,23,      0.2500,      2.8000,      0.0002,      0.0000
0148,07,25,      0.2500,     12.0000,      2.9908,    439.5021
0148,08,12,      0.2500,      1.5000,      0.0000,      0.0000
0148,08,27,      0.2500,     10.1000,      0.0216,      1.2170
0148,09,08,      0.2500,      8.7000,      0.0055,      0.0000
0148,09,09,      0.2500,     14.9000,      2.1966,    259.9841
0148,09,13,      0.2500,      7.9000,      0.0009,      0.0000
0148,09,17,      0.2500,     11.3000,      0.0094,      0.0000
0148,09,27,      0.2500,     16.1000,      4.1037,    471.9444
0148,10,28,      0.2500,      5.1000,      0.0000,      0.0000
0149,02,24,      0.2500,      3.6000,      0.0002,      0.0000
0149,04,05,      0.2500,      2.2000,      0.0000,      0.0000
0149,04,22,      0.2500,      2.9000,      0.0000,      0.0000
0149,04,27,      0.2500,      4.7000,      0.0000,      0.0000
0149,05,01,      0.2500,      7.6000,      0.0006,      0.0000
0149,05,12,      0.2500,      3.1000,      0.0000,      0.0000
0149,05,14,      0.2500,     12.9000,      0.0822,     18.0997
0149,05,18,      0.2500,     14.6000,      2.0730,    197.4917
0149,05,21,      0.2500,      7.8000,      0.0000,      0.0000
0149,05,22,      0.2500,      4.5000,      0.0000,      0.0000
0149,05,26,      0.2500,      5.1000,      0.0002,      0.0000
0149,06,08,      0.2500,      2.6000,      0.0001,      0.0000
0149,06,13,      0.2500,      8.4000,      0.0026,      0.0000
0149,06,14,      0.2500,      2.6000,      0.0000,      0.0000
0149,06,15,      0.2500,     16.2000,      7.4020,   1191.8480
0149,06,16,      0.2500,      6.8000,      0.0081,      1.4440
0149,06,17,      0.2500,      6.5000,      0.0043,      0.0000
0149,06,25,      0.2500,     10.6000,      0.4460,     87.5544
0149,06,26,      0.2500,     26.0000,     10.9853,   1194.5905
0149,06,27,      0.2500,      5.7000,      0.0007,      0.0000
0149,08,01,      0.2500,      4.5000,      0.0013,      0.0000
0149,08,10,      0.2500,      1.2000,      0.0000,      0.0000
0149,08,11,      0.2500,      2.4000,      0.0000,      0.0000
0149,08,13,      0.2500,      4.5000,      0.0020,      0.0000
0149,08,25,      0.2500,      0.9000,      0.0000,      0.0000
0149,08,27,      0.2500,      2.1000,      0.0000,      0.0000
0149,08,29,      0.2500,      1.0000,      0.0000,      0.0000
0149,08,30,      0.2500,      1.5000,      0.0000,      0.0000
0149,08,31,      0.2500,      5.9000,      0.0221,     15.3046
0149,09,02,      0.2500,     15.2000,      2.8341,    323.3979
0149,09,05,      0.2500,     20.6000,      3.1785,    308.5280
0149,09,06,      0.2500,      2.4000,      0.0000,      0.0000
0149,09,07,      0.2500,      5.1000,      0.0004,      0.0000
0149,09,08,      0.2500,      3.6000,      0.0000,      0.0000
0149,09,19,      0.2500,     11.6000,      1.5105,    198.3519
0149,09,29,      0.2500,     32.5000,     15.5373,   1651.3400
0149,10,13,      0.2500,      9.2000,      0.0113,      1.1277
0149,10,16,      0.2500,      4.5000,      0.0000,      0.0000
0149,10,29,      0.2500,     25.7000,      5.1819,    453.2673
0149,10,31,      0.2500,      2.6000,      0.0000,      0.0000
0150,01,08,      0.2500,      4.7000,      0.0020,      0.0000
0150,03,15,      0.2500,      3.0000,      0.0000,      0.0000
0150,04,01,      0.2500,      1.9000,      0.0000,      0.0000
0150,04,02,      0.2500,      3.9000,      0.0000,      0.0000
0150,04,12,      0.2500,      9.4000,      0.0291,     14.5812
0150,04,25,      0.2500,      2.4000,      0.0000,      0.0000
0150,05,07,      0.2500,      6.6000,      0.0000,      0.0000
0150,05,08,      0.2500,     26.4000,      2.2248,    195.1726
0150,05,19,      0.2500,      4.1000,      0.0000,      0.0000
0150,05,25,      0.2500,     17.8000,      0.0223,      0.0000
0150,06,01,      0.2500,      9.2000,      0.0022,      0.0000
0150,06,12,      0.2500,      6.9000,      0.0006,      0.0000
0150,06,19,      0.2500,      7.8000,      0.0044,      0.0000
0150,06,30,      0.2500,      2.9000,      0.0000,      0.0000
0150,07,03,      0.2500,      3.1000,      0.0005,      0.0000
0150,07,04,      0.2500,      2.7000,      0.0001,      0.0000
0150,07,07,      0.2500,      1.4000,      0.0000,      0.0000
0150,07,20,      0.2500,      9.7000,      0.0339,     15.1635
0150,08,01,      0.2500,      2.6000,      0.0000,      0.0000
0150,08,14,      0.2500,      2.4000,      0.0000,      0.0000
0150,09,07,      0.2500,      3.9000,      0.0012,      0.0000
0150,09,11,      0.2500,      5.3000,      0.0000,      0.0000
0150,09,16,      0.2500,      7.0000,      0.0001,      0.0000
0150,10,08,      0.2500,      8.0000,      0.0076,      2.2668
0150,10,14,      0.2500,     28.8000,      6.8693,    592.3014
0150,10,30,      0.2500,      8.1000,      0.0000,      0.0000
0150,11,10,      0.2500,      4.6000,      0.0000,      0.0000
0150,12,16,      0.2500,      1.8000,      0.0000,      0.0000
0151,01,06,      0.2500,      2.7000,      0.0001,      0.0000
0151,03,14,      0.2500,      5.9381,      0.0000,      0.0000
0151,04,13,      0.2500,      1.5000,      0.0000,      0.0000
0151,04,20,      0.2500,      4.7851,      0.0000,      0.0000
0151,05,05,      0.2500,     18.6000,      1.0545,    119.0524
0151,05,06,      0.2500,     15.8000,      0.0547,     17.1229
0151,05,13,      0.2500,     13.0000,      0.7730,     79.9278
0151,05,14,      0.2500,     21.5000,      0.2804,     39.2570
0151,05,15,      0.2500,      4.2000,      0.0000,      0.0000
0151,05,18,      0.2500,      4.5000,      0.0000,      0.0000
0151,05,22,      0.2500,      8.3000,      0.0001,      0.0000
0151,05,23,      0.2500,     17.7000,      5.8391,    672.8785
0151,05,31,      0.2500,     29.7000,      9.7393,    745.7491
0151,06,03,      0.2500,      9.1000,      0.2748,     53.7905
0151,06,04,      0.2500,      2.7000,      0.0000,      0.0000
0151,06,22,      0.2500,      6.4000,      0.0223,     13.4098
0151,06,24,      0.2500,      5.7000,      0.0004,      0.0000
0151,06,25,      0.2500,     22.8000,      6.9341,    761.1802
0151,07,18,      0.2500,      8.4000,      0.6399,    116.6095
0151,08,01,      0.2500,      7.5000,      0.8117,    158.6105
0151,08,13,      0.2500,      5.0000,      0.0056,      1.5154
0151,09,02,      0.2500,     17.3000,      2.5752,    284.0548
0151,09,06,      0.2500,      5.6000,      0.0001,      0.0000
0151,09,27,      0.2500,      7.3000,      0.0252,     16.0468
0151,09,28,      0.2500,      7.1000,      0.1807,     58.5944
0151,09,29,      0.2500,      5.7000,      0.0000,      0.0000
0151,10,02,      0.2500,      3.0600,      0.0000,      0.0000
0151,10,11,      0.2500,      6.5177,      0.0000,      0.0000
0151,10,19,      0.2500,     17.4615,      0.0026,      0.0000
0152,03,20,      0.2500,     12.1000,      0.0218,      7.7635
0152,03,26,      0.2500,      1.7000,      0.0000,      0.0000
0152,04,04,      0.2500,     10.2000,      0.0061,      0.0000
0152,04,08,      0.2500,      2.7000,      0.0000,      0.0000
0152,04,15,      0.2500,      4.2000,      0.0000,      0.0000
0152,04,21,      0.2500,     17.9000,      0.3268,     49.4464
0152,04,27,      0.2500,      5.7000,      0.0032,      0.0000
0152,04,28,      0.2500,      3.8000,      0.0000,      0.0000
0152,05,21,      0.2500,     10.1029,      0.0000,      0.0000
0152,05,26,      0.2500,      3.7000,      0.0000,      0.0000
0152,05,27,      0.2500,      8.7000,      0.0090,      1.1257
0152,06,02,      0.2500,     11.3000,      0.3067,     62.0623
0152,06,03,      0.2500,      3.1000,      0.0000,      0.0000
0152,06,06,      0.2500,      8.8000,      0.0220,     10.2949
0152,06,07,      0.2500,      2.2000,      0.0000,      0.0000
0152,06,11,      0.2500,      2.1000,      0.0000,      0.0000
0152,06,13,      0.2500,     14.7000,      1.1953,    159.0990
0152,06,15,      0.2500,     28.0000,     12.6040,   1387.9059
0152,06,23,      0.2500,      3.1000,      0.0001,      0.0000
0152,06,27,      0.2500,      4.5000,      0.0001,      0.0000
0152,06,29,      0.2500,      8.4000,      1.0383,    159.9170
0152,07,04,      0.2500,     12.4000,      1.5634,    222.5920
0152,07,18,      0.2500,      4.2000,      0.0007,      0.0000
0152,07,19,      0.2500,      1.5000,      0.0000,      0.0000
0152,07,20,      0.2500,      4.5000,      0.0001,      0.0000
0152,08,16,      0.2500,      3.7000,      0.0070,      3.3569
0152,08,17,      0.2500,      2.7000,      0.0000,      0.0000
0152,09,06,      0.2500,      8.3000,      0.0008,      0.0000
0152,09,09,      0.2500,     19.7000,      7.4148,    750.3784
0152,09,30,      0.2500,      3.7000,      0.0000,      0.0000
0152,10,04,      0.2500,     15.4000,      0.1297,     26.1186
0152,10,14,      0.2500,     12.0740,      0.5406,     93.5384
0152,10,25,      0.2500,     18.1000,      4.5669,    444.1910
0153,04,03,      0.2500,      4.9353,      0.0003,      0.0000
0153,04,30,      0.2500,      3.6000,      0.0000,      0.0000
0153,05,10,      0.2500,     10.6000,      0.0319,     13.8534
0153,05,25,      0.2500,      8.7000,      0.0049,      0.0000
0153,05,31,      0.2500,     25.2000,      9.1661,    953.8854
0153,06,01,      0.2500,      7.5000,      0.0005,      0.0000
0153,06,06,      0.2500,     12.9000,      1.4909,    195.8291
0153,06,13,      0.2500,      4.3000,      0.0013,      0.0000
0153,06,14,      0.2500,      4.8000,      0.0003,      0.0000
0153,06,15,      0.2500,      6.0000,      0.0013,      0.0000
0153,06,22,      0.2500,      5.2000,      0.0012,      0.0000
0153,06,25,      0.2500,      2.3000,      0.0000,      0.0000
0153,07,04,      0.2500,      7.9000,      0.0004,      0.0000
0153,07,10,      0.2500,      3.9000,      0.0000,      0.0000
0153,07,25,      0.2500,      3.8000,      0.0001,      0.0000
0153,07,27,      0.2500,      5.2000,      0.0044,      0.7597
0153,08,06,      0.2500,      6.1000,      0.0483,     20.0995
0153,08,07,      0.2500,      1.3000,      0.0000,      0.0000
0153,08,11,      0.2500,      5.2000,      0.1881,     79.7690
0153,08,13,      0.2500,      1.1000,      0.0000,      0.0000
0153,08,18,      0.2500,      9.5000,      1.7245,    251.7047
0153,08,29,      0.2500,      1.4000,      0.0000,      0.0000
0153,08,30,      0.2500,      7.7000,      0.0135,      5.8356
0153,08,31,      0.2500,     14.1000,      5.2094,    872.9605
0153,09,10,      0.2500,      6.6000,      0.0019,      0.0000
0153,09,18,      0.2500,      3.4000,      0.0002,      0.0000
0153,09,19,      0.2500,      6.2000,      0.2241,     72.9008
0153,10,07,      0.2500,     15.8000,      0.2350,     42.0589
0153,10,08,      0.2500,      4.1000,      0.0000,      0.0000
0153,11,06,      0.2500,     10.1000,      0.6394,    106.0149
0153,11,07,      0.2500,      1.3000,      0.0000,      0.0000
0154,02,10,      0.2500,      2.9000,      0.0000,      0.0000
0154,04,03,      0.2500,     21.7000,      3.3760,    306.4543
0154,05,10,      0.2500,     20.5000,      0.3675,     51.1096
0154,05,13,      0.2500,      5.0000,      0.0000,      0.0000
0154,06,10,      0.2500,      0.9000,      0.0000,      0.0000
0154,06,18,      0.2500,     10.1000,      0.6317,     95.2496
0154,07,15,      0.2500,      6.6000,      0.0014,      0.0000
0154,07,20,      0.2500,      1.3000,      0.0000,      0.0000
0154,07,25,      0.2500,     15.8000,      3.8732,    378.6222
0154,08,15,      0.2500,      2.2000,      0.0000,      0.0000
0154,09,05,      0.2500,     12.2000,      0.0154,      0.7765
0154,09,10,      0.2500,     29.2000,      9.3845,    905.3923
0154,09,11,      0.2500,      3.2000,      0.0000,      0.0000
0154,09,12,      0.2500,     11.9000,      0.0113,      0.0000
0154,09,26,      0.2500,     16.0000,      1.9526,    217.8331
0154,09,27,      0.2500,      2.9000,      0.0000,      0.0000
0154,09,29,      0.2500,      2.8000,      0.0000,      0.0000
0154,10,04,      0.2500,     20.2000,      3.7110,    368.3758
0155,02,22,      0.2500,      4.0000,      0.0032,      0.6040
0155,03,30,      0.2500,      5.3000,      0.0001,      0.0000
0155,04,05,      0.2500,      3.5000,      0.0000,      0.0000
0155,04,12,      0.2500,      4.7000,      0.0001,      0.0000
0155,04,14,      0.2500,      8.3000,      0.0000,      0.0000
0155,04,28,      0.2500,      3.4000,      0.0000,      0.0000
0155,05,10,      0.2500,     13.7000,      0.0054,      0.0000
0155,06,05,      0.2500,      9.0000,      0.0011,      0.0000
0155,06,09,      0.2500,      1.4000,      0.0000,      0.0000
0155,06,20,      0.2500,     12.8000,      0.0600,     21.6000
0155,07,02,      0.2500,      9.2000,      0.0581,     26.0168
0155,07,16,      0.2500,      9.9000,      0.7931,    145.9026
0155,07,19,      0.2500,      7.7000,      0.0162,      8.1274
0155,07,20,      0.2500,      2.5000,      0.0000,      0.0000
0155,07,23,      0.2500,      2.4000,      0.0000,      0.0000
0155,08,17,      0.2500,      8.6000,      0.0025,      0.0000
0155,08,18,      0.2500,      1.8000,      0.0000,      0.0000
0155,08,19,      0.2500,      9.6000,      0.0864,     28.7535
0155,08,26,      0.2500,     16.8000,      5.5564,    576.6338
0155,09,06,      0.2500,      8.9000,      0.4732,     96.9692
0155,09,07,      0.2500,      6.8000,      0.0003,      0.0000
0155,09,17,      0.2500,      4.8000,      0.0004,      0.0000
0155,10,30,      0.2500,     14.8000,      2.2706,    207.9857
0155,11,30,      0.2500,      3.7000,      0.0000,      0.0000
0155,12,23,      0.2500,      3.9000,      0.0002,      0.0000
0156,04,12,      0.2500,      1.5000,      0.0000,      0.0000
0156,04,13,      0.2500,      6.9000,      0.0001,      0.0000
0156,05,10,      0.2500,      7.7000,      0.0012,      0.0000
0156,05,25,      0.2500,      5.4000,      0.0000,      0.0000
0156,05,27,      0.2500,     16.6000,      2.9422,    259.5383
0156,06,09,      0.2500,      1.2000,      0.0000,      0.0000
0156,06,10,      0.2500,      1.3000,      0.0000,      0.0000
0156,06,12,      0.2500,      2.9000,      0.0000,      0.0000
0156,06,26,      0.2500,      8.2000,      1.7010,    343.7498
0156,06,29,      0.2500,      8.4000,      2.2736,    468.6124
0156,07,02,      0.2500,      3.9000,      0.0001,      0.0000
0156,07,06,      0.2500,      2.5000,      0.0000,      0.0000
0156,07,07,      0.2500,      8.0000,      0.5711,    133.2638
0156,07,11,      0.2500,     19.3000,      9.9528,   1444.5828
0156,07,15,      0.2500,      4.3000,      0.0003,      0.0000
0156,07,18,      0.2500,      6.8000,      0.0019,      0.0000
0156,07,25,      0.2500,      1.7000,      0.0000,      0.0000
0156,07,30,      0.2500,      5.6000,      0.0003,      0.0000
0156,08,11,      0.2500,      2.5000,      0.0000,      0.0000
0156,09,03,      0.2500,      9.7000,      1.2927,    202.4094
0156,09,04,      0.2500,      6.9000,      0.1519,     54.2404
0156,09,10,      0.2500,      4.2000,      0.0000,      0.0000
0156,09,20,      0.2500,      7.3000,      0.0009,      0.0000
0156,09,21,      0.2500,      7.4000,      0.0010,      0.0000
0156,10,07,      0.2500,      6.4775,      0.0000,      0.0000
0156,10,09,      0.2500,     43.9250,     16.6660,   1474.3271
0157,03,28,      0.2500,      1.7000,      0.0000,      0.0000
0157,04,13,      0.2500,      1.7000,      0.0000,      0.0000
0157,04,24,      0.2500,      3.7000,      0.0000,      0.0000
0157,04,25,      0.2500,      2.4000,      0.0000,      0.0000
0157,05,02,      0.2500,     12.2000,      0.0924,     24.5152
0157,05,03,      0.2500,      6.4000,      0.0001,      0.0000
0157,05,04,      0.2500,      3.4000,      0.0000,      0.0000
0157,05,05,      0.2500,     12.2000,      0.0345,     12.3360
0157,05,06,      0.2500,     23.6000,      5.7273,    546.9368
0157,05,14,      0.2500,      9.9000,      0.0284,     13.1082
0157,05,17,      0.2500,     14.0000,      0.0743,     21.0390
0157,05,20,      0.2500,     26.9000,      8.0028,    715.3423
0157,05,28,      0.2500,     14.2000,      2.0558,    252.9076
0157,06,01,      0.2500,      4.8000,      0.0002,      0.0000
0157,06,07,      0.2500,     13.9000,      0.0591,     11.9007
0157,06,11,      0.2500,      2.3000,      0.0000,      0.0000
0157,06,23,      0.2500,      1.7000,      0.0000,      0.0000
0157,06,25,      0.2500,     13.1000,      1.5319,    204.8392
0157,06,26,      0.2500,      1.6000,      0.0000,      0.0000
0157,06,28,      0.2500,      1.2000,      0.0000,      0.0000
0157,07,03,      0.2500,      6.7000,      0.0088,      2.7932
0157,07,04,      0.2500,      6.3000,      0.0003,      0.0000
0157,07,10,      0.2500,      4.7000,      0.0036,      0.7596
0157,07,21,      0.2500,      7.3000,      0.4565,    113.6205
0157,08,01,      0.2500,     19.4000,      2.1676,    204.4306
0157,08,03,      0.2500,      2.3000,      0.0000,      0.0000
0157,08,11,      0.2500,     11.5000,      0.0277,     10.6435
0157,09,23,      0.2500,      8.1000,      0.0093,      1.1903
0157,09,30,      0.2500,      6.4000,      0.0000,      0.0000
0157,10,06,      0.2500,     12.2000,      1.0251,    130.8970
0157,10,07,      0.2500,     16.1000,      0.5965,     81.9764
0157,10,11,      0.2500,      5.3000,      0.0000,      0.0000
0157,10,19,      0.2500,     12.5000,      0.0033,      0.0000
0157,10,26,      0.2500,      3.6000,      0.0000,      0.0000
0157,11,13,      0.2500,      1.4000,      0.0000,      0.0000
0158,04,06,      0.2500,      7.2173,      0.0001,      0.0000
0158,04,15,      0.2500,      8.2566,      0.0004,      0.0000
0158,04,26,      0.2500,      1.5000,      0.0000,      0.0000
0158,05,12,      0.2500,      5.3000,      0.0000,      0.0000
0158,06,06,      0.2500,     11.5000,      1.5595,    177.6472
0158,06,27,      0.2500,      5.4000,      0.0034,      0.0000
0158,07,07,      0.2500,      2.7000,      0.0000,      0.0000
0158,07,22,      0.2500,      7.9000,      0.0065,      0.0000
0158,07,24,      0.2500,      3.9000,      0.0002,      0.0000
0158,07,25,      0.2500,     11.6000,      1.9572,    227.6130
0158,07,27,      0.2500,      7.7000,      0.0276,     16.1836
0158,07,30,      0.2500,      2.0000,      0.0000,      0.0000
0158,08,24,      0.2500,      8.5000,      0.0925,     29.9179
0158,08,26,      0.2500,      4.3000,      0.0042,      0.8128
0158,08,31,      0.2500,     16.5000,      5.4750,    695.2930
0158,09,10,      0.2500,      7.6000,      0.1349,     48.1451
0158,09,12,      0.2500,      3.4000,      0.0000,      0.0000
0158,09,26,      0.2500,     12.2000,      1.6376,    169.2141
0158,10,18,      0.2500,      7.5000,      0.0009,      0.0000
0158,10,26,      0.2500,      7.7000,      0.0021,      0.0000
0158,11,29,      0.2500,      2.0000,      0.0000,      0.0000
0159,02,10,      0.2500,     18.2388,      0.0000,      0.0000
0159,03,12,      0.2500,      5.3000,      0.0000,      0.0000
0159,04,07,      0.2500,      7.7000,      0.0043,      0.0000
0159,05,03,      0.2500,     12.0000,      0.1779,     42.5143
0159,05,05,      0.2500,      4.0000,      0.0000,      0.0000
0159,05,06,      0.2500,     13.9000,      2.1851,    260.0274
0159,05,07,      0.2500,      7.3000,      0.0004,      0.0000
0159,05,08,      0.2500,      2.5000,      0.0000,      0.0000
0159,05,09,      0.2500,     10.1000,      0.0092,      0.0000
0159,05,11,      0.2500,      4.8000,      0.0001,      0.0000
0159,06,04,      0.2500,     14.4000,      1.8623,    195.4281
0159,06,05,      0.2500,      4.2000,      0.0002,      0.0000
0159,06,08,      0.2500,      0.8000,      0.0000,      0.0000
0159,06,09,      0.2500,      3.6000,      0.0000,      0.0000
0159,06,24,      0.2500,      6.6000,      0.0299,     17.6981
0159,07,01,      0.2500,      8.6000,      1.3822,    271.3425
0159,08,15,      0.2500,      7.6000,      0.0182,      9.8754
0159,08,20,      0.2500,     29.4000,     18.2807,   2975.1199
0159,08,24,      0.2500,      3.1000,      0.0001,      0.0000
0159,08,25,      0.2500,      4.9000,      0.0006,      0.0000
0159,09,03,      0.2500,      8.0000,      0.0012,      0.0000
0159,09,15,      0.2500,     20.1000,      9.5066,   1151.8677
0159,10,16,      0.2500,     24.1926,      0.0178,      0.0000
0159,11,23,      0.2500,      3.5725,      0.0000,      0.0000
0160,03,05,      0.2500,      7.6000,      0.0009,      0.0000
0160,04,08,      0.2500,      6.6000,      0.0015,      0.0000
0160,04,09,      0.2500,     27.7000,     10.4433,    992.7223
0160,04,15,      0.2500,     18.2000,      8.3009,   1141.1946
0160,04,25,      0.2500,     22.2000,      7.5979,    805.3058
0160,05,11,      0.2500,      6.9000,      0.0069,      0.8150
0160,05,17,      0.2500,      9.0000,      0.0007,      0.0000
0160,05,18,      0.2500,     31.3000,      8.1940,    615.8971
0160,05,22,      0.2500,      7.6000,      0.0002,      0.0000
0160,05,23,      0.2500,      4.6000,      0.0000,      0.0000
0160,06,02,      0.2500,      2.7000,      0.0000,      0.0000
0160,06,06,      0.2500,      6.2000,      0.1909,     71.7605
0160,06,13,      0.2500,      7.6000,      0.0038,      0.9211
0160,06,17,      0.2500,     11.7000,      2.8101,    341.3668
0160,06,20,      0.2500,      4.0000,      0.0000,      0.0000
0160,06,21,      0.2500,      2.1000,      0.0000,      0.0000
0160,06,27,      0.2500,      1.3000,      0.0000,      0.0000
0160,07,07,      0.2500,      7.0000,      0.0040,      0.0000
0160,07,13,      0.2500,     12.1000,      3.6949,    583.8354
0160,07,28,      0.2500,     10.1000,      0.0442,     19.2716
0160,07,29,      0.2500,      2.3000,      0.0000,      0.0000
0160,08,06,      0.2500,      2.4000,      0.0000,      0.0000
0160,09,09,      0.2500,      8.9000,      0.6411,     99.1325
0160,09,10,      0.2500,      6.6000,      0.0041,      0.0000
0160,09,14,      0.2500,      4.2000,      0.0001,      0.0000
0160,09,15,      0.2500,      8.1000,      0.0012,      0.0000
0160,09,16,      0.2500,     27.5000,     10.8364,   1058.8555
0160,10,09,      0.2500,     12.1000,      0.0855,     23.0565
0160,10,28,      0.2500,      8.0000,      0.0003,      0.0000
0161,02,05,      0.2500,      3.3000,      0.0000,      0.0000
0161,05,16,      0.2500,      9.8000,      0.0316,      8.6459
0161,05,18,      0.2500,      3.8000,      0.0000,      0.0000
0161,05,19,      0.2500,     10.3000,      0.0044,      0.0000
0161,05,21,      0.2500,     14.2000,      0.7869,    107.6806
0161,05,23,      0.2500,     40.5000,     16.7685,   1336.8489
0161,05,24,      0.2500,      3.6000,      0.0000,      0.0000
0161,05,26,      0.2500,     13.6000,      0.0055,      0.0000
0161,06,06,      0.2500,      4.2000,      0.0003,      0.0000
0161,06,09,      0.2500,      2.1000,      0.0000,      0.0000
0161,06,10,      0.2500,      6.8000,      0.0331,     13.8246
0161,06,17,      0.2500,     10.0000,      0.0162,      5.0041
0161,06,21,      0.2500,     11.4000,      2.9770,    498.6092
0161,06,24,      0.2500,     23.2000,     12.3285,   1567.9116
